Temperatur,Kelembaban,Wind speed,Ketinggian air,Kondisi
31.0469511243672,71.04196504218565,59.831326967653155,32.56025274876412,1.0
33.080119892451265,41.39990993799758,50.24681609914653,45.70098104367534,2.0
36.616718283479344,44.39321345362855,70.820351970711,49.8386883417581,2.0
25.699032952122856,87.12851245751004,89.72088572033357,24.66574985160497,0.0
33.66917857918481,63.884763778944276,86.44699415901327,36.22832644198864,1.0
31.44778840997884,62.85105926796665,69.61775315343742,32.43355345283648,1.0
33.2665098251611,36.482723312000374,90.20811924036889,50.261159995336016,3.0
29.99817132655128,87.73603289476605,47.790621423562285,30.40730673249936,0.0
37.75593732798917,30.654284909646965,9.074525823650028,55.16192614407703,3.0
30.66454696258933,67.76885446986097,57.51415725728244,34.94337363192422,1.0
36.89683435143993,55.78012716378733,29.1386584865086,48.40627777776264,2.0
33.64809383269932,63.26388119365852,45.586607054970386,40.64658564415505,1.0
30.858251742408417,51.776001051779836,40.948372262390976,32.49744443815459,1.0
20.0,84.54853551528154,93.57292553446541,31.303913796890498,0.0
36.42228119648582,32.73007564859446,76.59473129420958,57.137609756815344,3.0
37.16211173918412,27.18665090063786,16.08210496425132,58.70990181761052,3.0
37.47489058074944,31.989692497011788,4.588777192410672,55.91065928758343,3.0
32.22892394104918,53.634372510533325,17.338731626834587,48.36170508658299,2.0
31.880848919924723,86.81969193368279,55.65876131019124,23.972017421732776,0.0
31.794092005192283,86.54216768807503,17.716895767148223,27.854788440947672,0.0
30.616784669854226,82.7390280847196,72.03297374051778,28.72881342404593,0.0
38.729891676842286,25.184387978985484,42.55483710415118,69.67671252679993,3.0
34.64530085332513,55.91985916803257,66.17173748435926,39.71862718095181,2.0
20.39431082856106,87.21811131287323,27.368692407997155,27.78209531286569,0.0
33.619513304211075,62.003131314419356,20.74907350241804,39.636398923263194,1.0
23.78811649012875,84.54373849236715,59.096878080030756,29.01175327925623,0.0
29.164342834335766,61.38110412956686,47.01556424763193,35.05283832105951,1.0
29.520800044706245,51.461828952005376,49.92724451581482,32.48274168536609,1.0
36.98906319359277,25.720075590527188,42.9096728560684,61.582739390184244,3.0
28.85872301979294,89.26279064835828,23.03573828855401,32.083181689396795,0.0
30.43888891955691,65.10406477633944,89.87862948508571,40.982617464280864,1.0
32.69006109902182,77.3378652548873,44.14260606763394,32.85399960652713,1.0
38.20835352879604,34.084328288307574,58.46955524208754,54.33950618941395,3.0
27.390922431025075,94.25565246582813,52.30264191563565,26.35810918057446,0.0
32.97720338286077,52.30103678486966,43.70832490814894,34.21195440249585,1.0
25.11899555294299,87.99920605827415,64.79052791392057,24.52455095062754,0.0
34.390843809419955,59.7424102038542,48.09774513507167,35.77647997969114,1.0
32.67112011474045,56.907689413040345,37.612744321104906,50.716870622590434,2.0
30.890164954300733,62.4880327124253,83.93992398812176,35.83847353150219,1.0
30.339310204661906,73.55469517621938,93.94311313876031,39.85826704369212,1.0
30.436042701171516,71.42067465077419,60.606400864882545,31.784485756982402,1.0
21.531177655501942,93.9539327294455,96.276928908626,27.606854219133616,0.0
30.417125217129886,64.86949734945465,23.279147754644875,36.854577706688836,1.0
25.610912403915677,76.85671107893909,100.0,26.35314885699437,0.0
38.23491020532595,37.615389661925256,67.38586309439712,50.96685036351876,3.0
36.04083721575963,24.638659043666472,52.717785072527704,63.37758408487552,3.0
32.896820748136776,68.70634195725862,29.823260234351824,34.24282004989777,1.0
34.281587966557034,31.48981677008664,20.914727951584275,53.811294114659965,3.0
27.45976129911301,84.46990276142027,27.977605164409795,29.423156659806946,0.0
32.3177847970047,81.01221599835736,53.28347098611179,33.24635492751407,1.0
30.392369239579736,58.304850753409404,47.85991066230799,39.368200884123766,1.0
26.199346666973675,93.48517725638322,65.06307513119856,29.718923006250275,0.0
37.17790870567204,33.88301637136736,36.16130613124753,53.92550658669472,3.0
32.329372269592874,56.207710556136355,54.12167936223979,49.4279134984021,2.0
30.19268365562191,85.86151690792528,75.92338128849772,22.692324332288106,0.0
30.365132781552965,76.94796458997905,47.313649694216224,40.31549323858947,1.0
20.0,81.45451380591274,78.24009719079584,30.258014953223892,0.0
31.246568246419418,80.39337823367114,61.63939425434546,40.86161293791959,1.0
38.084700270896946,38.210730530233725,31.65179910967783,47.7377209297201,3.0
33.60634498479985,53.15771851583627,87.31059485887488,43.05904368296356,2.0
39.906900766846654,33.597111061691535,14.271206219846894,58.4986933564331,3.0
30.149513885443373,80.35399595433881,30.99425953454608,26.874453421961142,0.0
38.56182973246883,25.73974375369444,51.010043564668386,65.27998650998235,3.0
24.595964269881637,81.6472595487531,13.581555068831017,23.506573245569975,0.0
31.965532611395147,65.85204245728292,27.013315200309844,35.45079728608359,1.0
25.154627770621147,88.73122294594133,44.23949869169202,32.17962253025372,0.0
20.33614126093726,75.30558051041344,91.50935217784838,31.30969684837276,0.0
25.586282528202897,94.64995862814911,60.646653782945265,26.958429507465198,0.0
21.598141215070925,90.20872105297026,92.14540869250382,24.969817887498454,0.0
31.00273491152908,70.59588338344615,33.14028176350761,38.59596311754885,1.0
32.774411187339275,59.31683903835942,41.972932117066165,34.46265119634275,1.0
32.137969788088036,50.66974719816172,53.16808843290268,43.699501115571735,2.0
21.331719269386497,92.09040182138807,87.86917014492543,25.564742094635513,0.0
29.01417825032563,94.13919784859661,56.1091570068008,27.22815023731793,0.0
31.385633545490233,64.69251516105594,57.65845684682585,37.96414564442452,1.0
34.839156236853206,23.860961109267542,56.85882791578814,55.26688320235242,3.0
33.970190449180215,55.11925942409851,77.26544801211527,44.58997245297587,2.0
30.17958441306958,64.97441165310207,39.865015077142225,38.44123802773696,1.0
35.10859997047968,45.029010409034164,52.35896081146993,41.80927386978492,2.0
37.70102721636324,27.086307056084305,61.69651985400606,66.48227309696264,3.0
35.748991016597124,57.38509818083095,63.64411112159641,41.37179931906147,2.0
29.88930628228364,83.26203140653558,84.11067957620216,24.063838086592288,0.0
34.79110992798365,60.382879624718576,67.4456167321614,34.09476392317754,1.0
24.30827860834384,93.87031196138918,46.59906078490832,28.507969047831043,0.0
32.886946110519666,65.02734019964458,91.21972768737956,35.10622012811394,1.0
29.92129806704877,78.50264192787414,43.78756275064186,39.700937449897275,1.0
36.42980523203396,18.59621195830083,64.207050886004,50.965584716787,3.0
34.141874357320475,47.91621330670266,52.59651273250401,52.242425453897155,2.0
25.738955591821853,88.81063162254944,62.20392130989623,28.71656165336468,0.0
28.043044542977015,89.84548321843408,81.32710646729375,20.0,0.0
24.107528634321795,88.2528118761108,87.3228950395145,24.583387942229205,0.0
34.77522015451598,44.283691856632935,91.03888916123398,41.43922150865638,2.0
35.84308553961344,49.88851342503966,22.64120812350972,49.29490819120047,2.0
29.47222553781627,69.45072580694043,49.968883308224164,34.03806452812387,1.0
32.50735041130274,60.59447267503737,10.31720463341459,36.92906784481096,1.0
33.75684953413406,54.17611585181225,74.54056521179157,37.7749170862476,1.0
33.581256803444056,67.96729679501729,54.95850149297303,32.6418497046667,1.0
24.857513089785282,84.82993102442451,100.0,30.536004248433315,0.0
28.808882267378337,88.31870165187163,79.3287926037943,24.27504784664001,0.0
32.84111613615417,65.58653354301798,82.33827251030833,43.63230791386245,1.0
37.96716177949045,34.74210161269472,51.36194544876804,64.99879106242724,3.0
34.88188073355278,41.85710536321392,0.0,51.507084679303766,3.0
30.427764511508517,86.86846875366032,45.715761836619635,24.960442433082374,0.0
32.839755618462924,46.651919327019705,48.8421213194614,45.44290166952988,2.0
29.353945581411153,79.23184406863352,66.69090797337851,31.953797395610856,0.0
33.9154007841635,64.09253447375443,58.351029478929384,33.65508219324212,1.0
37.637202943060636,32.09880500146912,55.238595642960846,51.97013785173185,3.0
36.692769498142525,60.00728052591756,58.794897476561836,39.11748544502136,2.0
21.542179410731723,92.59277256547551,86.62392956665602,30.032080413434535,0.0
27.59193481385695,75.04339963239951,35.256661291761645,24.753423600886805,0.0
30.99000444749101,72.29059464348387,31.900116877184985,38.49267489801346,1.0
32.24737046482102,53.066506861101324,37.11278479360193,49.79936004077253,2.0
24.548273818923164,87.30552410850937,32.11749732292878,28.014059702634697,0.0
25.264528335020138,84.96084053267211,52.69081319408646,21.13944099688372,0.0
38.43457002474749,30.551999393991743,56.85241865503761,55.31573543376578,3.0
27.322697453062993,81.29866528786349,5.528850436161017,27.51061308473522,0.0
33.78820447816058,61.57478401003979,33.92378252748088,34.477443959816455,1.0
20.0,88.60114651834438,88.31178926330729,26.543590311498345,0.0
31.316669694624068,64.93329727671414,37.79207676143067,35.023476163081334,1.0
31.120901319982966,66.1487739350136,64.8427228804957,28.43633753563552,1.0
36.007255871197096,26.980679260509767,36.02529143398774,57.148867948955036,3.0
35.3605498295774,34.105853113260515,62.10961346190982,55.8075579028011,3.0
25.185772324975595,95.58721656309406,63.45520146290444,28.945759855973378,0.0
27.303923864116097,93.91447530101614,59.97186016191117,22.156994090220458,0.0
33.17722159317611,62.55524419781878,76.51454919660779,41.55936242503746,1.0
27.063936963067135,81.09832092263568,64.80144027033283,30.39696097001619,0.0
34.271751120717475,71.80649070217274,25.45802783246134,39.20008580596538,1.0
26.430285501574602,88.50840898985713,68.89097964900911,28.532397095851763,0.0
36.63758452356185,37.419731212850024,39.86867852328468,66.91932606370153,3.0
31.687082194467866,78.99194993802132,90.91572794471571,34.918350725673115,1.0
31.897166075529615,69.31645045101489,83.11709669060521,36.020993130288986,1.0
33.377626997700105,66.51301060067308,36.29430301848713,36.51023509980784,1.0
35.788683123175716,66.90897363330123,48.62649404329511,43.00280489671577,2.0
29.132579539145233,63.501935189645714,76.917213443438,30.227057178294817,1.0
27.182683823549652,94.96958016675215,46.439857016282204,27.91508115097838,0.0
27.229328254953007,85.12596634567561,75.61555063334167,24.966131231981493,0.0
32.749222677427184,68.95454392662509,25.782956580550593,30.833715209885977,1.0
26.33443214735343,85.11941897839446,48.91451884490673,26.352079821333948,0.0
27.74087083141218,94.32242771212165,31.207591878098494,23.70785829790814,0.0
40.0,38.825369363664706,4.861282789424031,61.2270831285064,3.0
32.08912798434909,58.663028999277074,51.91075476271726,45.95750660449187,2.0
21.826169088159105,98.48365989300737,50.75684407518886,29.325546949175376,0.0
39.474061965992824,38.83223261928866,42.81093429366518,59.124370656680796,3.0
34.94628694209627,50.942424513851364,30.281445608767655,48.1819394918474,2.0
25.546459710212318,78.25810632387333,50.699314830613375,29.003869964565144,0.0
31.795000196923606,66.14212116681819,78.31680420981864,32.688222924560264,1.0
35.144338534022005,49.441597380346224,39.377137911432584,53.402262916418046,2.0
29.391205800397604,74.26663769853292,71.55917555781019,31.330322758899065,1.0
33.288056126947374,46.60289698146685,67.81109355697396,46.62636217941961,3.0
23.201450686204264,81.73980898217151,54.417717785616354,29.559604741992665,0.0
24.94806064141325,91.46153219883813,100.0,29.165212155755768,0.0
26.411862748023125,82.21020274981072,77.55545535458317,27.106609509944533,0.0
28.526708395108084,80.18531592581917,55.497862573464985,21.077730339157746,0.0
24.97993343450256,80.732633735833,19.550134018392548,32.06927605319211,0.0
24.06693148952042,93.10820409300648,49.78262529109157,25.649948224230034,0.0
30.185076769234865,58.08537372509419,36.44924434714507,28.938990771005606,1.0
26.417276971765013,88.51665847980264,59.06626361437926,23.575603978097483,0.0
24.86912763189788,82.13937126531206,49.18626714993464,33.96896177175131,0.0
23.705284584496816,91.33484644158673,72.19119595529389,24.462112913114332,0.0
21.532836089725624,90.29872803164272,71.88080962504404,21.86624047018723,0.0
30.835004911818327,66.40409346564925,43.40377615679431,37.77619515336174,1.0
31.815284751269388,69.94535960354234,65.29207816228146,35.33437741806461,1.0
38.04990101942043,46.94832931825341,59.535973649139564,38.16915016453183,1.0
21.074752042510042,89.56066750947772,74.75852698793327,31.768709926751434,0.0
34.18359776252417,45.49218157480441,35.23637351667652,45.20746679908809,2.0
28.121108483214194,97.182037803636,77.53543443902997,24.64608734455412,0.0
24.838339350839696,78.26343166479833,18.802233910429827,33.94642544056389,0.0
34.061008930966366,35.29075320113728,88.05457534379634,53.24898372579603,3.0
34.38882093830374,37.66757995565055,58.082027672610245,70.0,3.0
29.390819879484862,83.37175016125792,33.715603370992206,33.35067324691151,0.0
27.232595172575945,82.93229935553751,62.02317878882769,23.567663116323534,0.0
30.686541256501787,64.72931754027582,50.749299074416655,31.20431849354954,1.0
25.54077706127753,89.09471078374933,15.732772091486085,20.0,0.0
31.34796490286319,66.75361396093459,46.826591530287544,29.879870010241667,1.0
37.64893014835495,28.768918137008832,54.85542155773052,50.63697146916818,3.0
39.503009308143334,31.376473101481675,9.091541755570532,59.771305002114765,3.0
35.47289953721772,57.633802848508736,54.465048596782765,42.7392653020338,2.0
29.158345038247212,60.59077992005188,17.529687712856706,39.753816168449916,1.0
37.23155491565081,25.30189987265544,51.677155437368256,55.33209022136347,3.0
35.732061877571226,36.52054149268987,27.921788321942014,60.723639592685515,3.0
29.850113555593914,62.37466147750948,51.46206501799106,32.25957159127751,1.0
36.25305728066396,46.61134492781846,63.8530878716578,51.602658242756036,2.0
34.214165979830895,52.66066019901794,60.58074687886182,48.89893188868213,2.0
21.601511426328358,83.26080430892851,97.91392780274724,27.257157512007197,0.0
36.147319460312374,28.59448786126457,81.55749495414875,51.36073129473411,3.0
32.888270534529894,55.58034700817569,60.21315541541815,53.87730511555378,2.0
30.90847353965889,66.5338508746692,55.33980328198402,32.030502498793254,1.0
35.365424794571354,49.75867198967539,16.450840886467972,47.04888118579471,2.0
26.715920788473003,90.61209235803241,90.66736569620329,21.351927430549843,0.0
35.740012653979704,36.65310341635548,46.919142236842816,57.055277673276365,3.0
32.71607193616015,49.42238489871646,29.299733861321485,45.08280368446724,2.0
28.36667613162553,94.62877001692375,27.173867669932495,25.531999316992515,0.0
32.19848185304725,76.37343286458746,49.76133194547747,38.00577006851444,1.0
37.5804060619794,48.933249339885876,29.836494579846402,56.86302199711197,2.0
28.320842290694618,95.53123388977394,31.623761677680008,26.239324695186014,0.0
40.0,35.94126539587467,7.558736886203045,60.36498215684968,3.0
34.805638529566096,63.66800336723309,61.571282150593596,36.196025659429175,1.0
32.40175152209359,86.30389880606319,57.11462341221681,28.847764635615064,0.0
27.993061682797304,88.59951760841598,76.58463732112595,25.367989321836152,0.0
38.477490932793884,35.54327349681639,69.53667020499879,48.89138546219454,3.0
29.31627327642649,69.08999587049651,21.6186625572072,38.28683009280394,1.0
33.415142358365955,67.98837423871704,78.376950866423,37.14402256922905,1.0
33.41760305432767,40.52584320451791,38.1022928708054,45.65301391543728,2.0
35.19962064094235,32.3220036189917,46.91640861645012,48.949172385832156,3.0
24.12260283843155,86.90576014558022,84.99669630003955,20.975713961982002,0.0
26.92251725631719,100.0,74.6328883293851,25.114014873080603,0.0
31.216361286848738,67.92550316751465,30.32138232285321,31.42864018004883,1.0
37.19102757286807,37.802284107898835,22.867547946907823,59.19688816466905,3.0
37.87678311335739,33.81697020009488,66.6573996093123,49.823489943839505,3.0
29.90863561195546,63.62800472488192,81.96452654107507,27.37687613981459,1.0
34.615433039429554,48.671461770768346,65.44696863969097,55.54966885274714,3.0
33.09661195642807,67.22537369797664,27.921532967249675,36.734549374959926,1.0
28.444405204857617,84.80878453142516,44.76835899407507,24.619890741224882,0.0
23.793707496515264,81.80569691483713,99.06403943119545,31.957733568414916,0.0
32.55665083685166,54.087914039476495,32.869160814796096,48.2092476128548,2.0
34.801183970953225,53.44368335845279,18.74655696185628,51.63464128963417,2.0
21.6375422253844,92.87098679629082,45.069702647521495,25.194580328940894,0.0
28.57736951154755,90.32907682850399,28.144497396471447,21.190703051278867,0.0
28.335148512290843,96.40462134823412,64.67355141144756,23.11020882911218,0.0
23.587280562592124,93.23671135793836,60.60537188901862,24.200074304018703,0.0
31.294420357309733,78.02062608260886,47.336736332718644,32.80369456959755,1.0
39.37975607942514,24.93155371032637,58.249397984425585,56.67184112408587,3.0
39.76447044257787,35.87975890997749,52.378209166382234,57.05100493864205,3.0
38.91988939797066,31.066939126381786,39.08734746745336,51.837752390297986,3.0
33.527042192616534,50.84034685227738,61.49484017943874,44.09533642810904,2.0
28.942812318768308,92.36772915795461,21.848313511801802,24.55169041443448,0.0
35.70046406284586,55.143602495764945,69.94472892215643,43.99417912191944,2.0
30.014144620472432,84.92577849813999,72.14163979111294,20.986797439779636,0.0
34.65946928820259,59.00346046174859,36.96713704218913,48.61739610616118,2.0
29.18467144025036,90.65018949100242,65.3377958792468,29.29803581582238,0.0
21.351849097812178,95.1783713937046,57.85216624881013,21.332902258337835,0.0
37.6706657512851,40.53683480884067,25.578713701394015,51.800584218802214,3.0
26.222497769051426,89.20944080560781,65.81685709849819,24.936159898561275,0.0
32.45646435122238,65.7096100369903,69.7991035598772,41.76495369662439,1.0
24.751750668168253,17.500090335516894,92.41488221241777,42.09892897644729,2.0
25.86248695282494,79.12873052614687,93.29297546551676,31.64447932389312,0.0
25.10489866030353,93.75901573596477,67.61674224313354,27.337331036476712,0.0
21.876938656940176,95.97051391562252,50.02334030818719,28.987909791516536,0.0
25.243279516802183,84.74481928335902,21.92810919499884,28.83310905290059,0.0
32.03476939049102,82.66053547578333,81.14374853599122,35.12896425412288,1.0
22.19938488334462,84.44761718803883,73.26217773733583,32.67970583896761,0.0
30.208513085064663,61.36075809227158,46.32541315544169,32.155520063362744,1.0
25.906123511307204,87.60896447007508,54.025680923784606,26.842555074682853,0.0
35.933708606691276,69.75261690541794,2.9303373564281383,39.68579267608651,1.0
32.43844118542576,63.90673953273368,43.800835612848424,32.86216226876156,1.0
37.25881556110746,32.597835035319015,73.66638421592685,55.65884491490128,3.0
35.418965962762094,32.825427762871016,58.115401846573874,69.44798306196927,3.0
25.67229188948914,78.87729908224377,14.882855913392191,26.80824187510473,0.0
36.457682575975255,28.440701377001616,58.60041480461665,59.17801671173089,3.0
34.571830032304796,17.076535172016467,62.84999562896883,53.761503102445545,3.0
35.78757996213858,36.13454008408408,49.680430929135476,57.18992788992567,3.0
38.971637750379415,32.80718260658938,11.431213229160653,57.51956328443719,3.0
34.8624794496042,23.689679811920342,35.51217633802801,58.05626012543368,3.0
20.0,81.45044777615593,75.54212834980582,23.772959584284287,0.0
33.803159007786675,78.18384629113848,58.60887535459695,32.88599482478188,1.0
33.44581418873333,64.82858688917815,78.5577266773279,41.767966757956785,1.0
36.702515369468315,47.90119098108458,39.13414131453939,45.0849189468767,2.0
31.679576807832035,66.94583208590005,58.14257552623385,26.600013579302622,1.0
34.355400632462626,50.595366642886965,65.07961351261378,40.28265388991269,2.0
35.79927940512861,23.928358406177693,54.34603319713095,55.51087328933793,3.0
33.90812995031755,34.64982444657203,91.86713752719608,54.80261794422215,3.0
24.72681946495054,87.83483716822218,77.73718903406115,21.785618580417704,0.0
20.0,94.05345344260124,31.38970459646781,22.194678625173438,0.0
35.628025247369145,41.85753521106419,44.352990121630356,43.45992522646537,2.0
33.05560635098096,53.76609124389049,56.67651467643446,40.716555690663355,2.0
36.11974490224476,50.660589355818075,34.87200657743992,40.711558191061904,2.0
31.239200408264793,80.33283409860964,49.45005494130609,37.8449249712919,1.0
28.632228040712405,94.47442566257239,35.09458670737132,26.150009599776137,0.0
32.27170303751387,52.107741855259654,24.246283038705194,41.00358483446761,2.0
32.033119637656675,64.45082636247844,27.715443295405684,39.04575662511434,1.0
37.95153936817466,30.13513620488041,45.22968641331653,53.211313421483645,3.0
29.251068129899153,73.57278911064992,56.45935379515574,35.0774625347049,1.0
33.54209375664969,45.24209059234929,68.58930824645151,39.2745239033832,2.0
37.357755734806155,25.32666396200102,55.449061776470444,51.1735936167354,3.0
36.30477924072662,29.651011659232843,29.370962735385135,54.249516504119065,3.0
26.581071588143946,77.15411634457566,34.81272481629752,20.657568079782262,0.0
36.527295643935645,28.512533582736573,49.19686752134622,62.73652137676607,3.0
32.316083956516664,58.6814640594058,20.062077518358606,50.01709983871787,2.0
30.92100917817671,63.99929151011389,77.33762997810595,35.146508298501324,1.0
27.12318181264955,82.25875272186039,67.49283510804314,20.0,0.0
36.90093181806638,40.34241277411415,61.4314775675195,52.09287504657545,3.0
32.303460249779434,43.54102941757379,100.0,39.89652327902352,2.0
26.7787330551967,84.7194138162211,36.970032650854705,22.687979448105928,0.0
34.37755241535926,37.70757791165221,77.49442879097667,51.05507567434848,3.0
34.85793647806925,60.8253844617211,56.8123542088116,53.49672125904321,2.0
31.78057778372154,70.5053831707081,100.0,36.788048774222375,1.0
36.579304597155975,20.030675703712582,69.5077911242755,54.954877490850656,3.0
28.749079311284934,100.0,78.7406456112498,25.059472449752782,0.0
39.79465881673995,31.78749675719779,57.251235585430315,58.13593521424862,3.0
35.870818737376545,29.699429352271316,50.522107999649435,53.794447108460524,3.0
38.50389588608626,32.40931083918508,40.839890761965755,50.62795606627261,3.0
37.01758409074212,34.50023227473223,21.596037811113064,57.897921889783255,3.0
22.727113565141696,96.7048801786,74.46054384181961,28.794299102411966,0.0
28.76831620937871,89.24979692832738,73.57115546550116,22.122755560775083,0.0
26.1748259258746,97.94005382327519,74.26330445704558,28.24869823389121,0.0
36.4014326774023,53.72007203234826,64.82777049155685,43.10074819370417,2.0
32.67885010093423,52.99555681598725,55.56746793009676,47.370888977762895,2.0
34.20238840725626,39.58651049158685,34.505098926636,57.88477904755103,3.0
20.0,88.75269927800045,18.62661428732416,23.680780358918632,0.0
36.85740244639122,33.692079367999916,6.295338843567489,56.78495655208743,3.0
31.778595316439496,64.3007157098185,66.8529484107263,30.800846590245015,1.0
36.55628050203626,38.168246794282716,48.43168462471921,52.04694322831606,3.0
31.739673345498844,64.50176802973257,41.9585893497078,35.56185086101441,1.0
33.19421766089122,64.00539169335757,16.264504157515915,36.82482916201967,1.0
32.039131436348875,61.33244063280471,43.493595386516546,30.502412029859613,1.0
35.74258375229599,41.84299066974191,28.741188897306927,42.70847672525208,2.0
26.957102352315378,76.92688911017282,7.043313516090484,31.62208624793599,0.0
35.034851036923484,43.86681952408247,68.60830236577874,50.9293251273166,3.0
22.06438510796204,75.4657749260586,100.0,28.595018526107573,0.0
31.6764979828396,86.6437479589945,46.918646501041074,31.345592799775662,0.0
20.908987562309395,82.92212885010433,78.71197347822196,24.769615990679632,0.0
36.27892430957166,33.1522545580096,100.0,59.874041728145684,3.0
32.38633370958993,76.7080484468252,85.2571067849801,34.795133688908265,1.0
23.629874537407577,83.3621309839126,24.282340374125166,26.2286843746683,0.0
22.19409368320476,81.12813364648098,89.8619463990777,24.347159927522664,0.0
28.74195990999554,80.42240825882685,57.217984188572274,28.519386010300543,0.0
33.19549258543809,64.79730962648975,83.15099021125104,41.27044996158862,1.0
31.94278528643609,68.01832382598577,45.16314412251774,39.15680427287081,1.0
30.889888888434466,77.79844075515672,95.90725943895836,29.07026446033668,1.0
36.99209140178335,25.901500449932733,75.1020729221123,56.51558711476383,3.0
23.15768173993386,84.06519898162642,56.12030904830995,28.101326017082364,0.0
29.22073217429606,92.90116290152152,53.88350913165924,30.505900403592147,0.0
30.529146750033657,65.12140331072987,83.43461675060703,26.296793857930844,1.0
27.167236602560703,87.95238273179156,87.76706904600793,21.317197063580213,0.0
20.0,92.9404388301473,77.45359943768293,24.880381025067738,0.0
34.058315214750515,52.01451314029892,45.62149375131753,41.10858472056423,2.0
32.40873981946717,38.30514123594785,51.179151405951814,47.851793911724535,3.0
24.50643766436514,81.64970450139455,100.0,29.943892458916782,0.0
35.850641443931536,31.310902257667223,55.49355303270925,51.95940192686461,3.0
32.80380269830857,43.87385146804917,96.48019426738514,50.84163425332888,2.0
30.93777818063015,100.0,73.52650598923466,20.770091076791402,0.0
35.020185874800845,35.620113732579945,37.86800278405841,54.175727132642834,3.0
30.89124890374294,63.257621898241126,49.24975449217418,31.22913416485455,1.0
33.17339937143186,43.55801412814418,29.348927817691948,42.88512852463335,2.0
32.79336319285133,59.23524171338562,60.95477159032121,35.670084481604945,1.0
23.231817283654777,81.267548108316,93.45508690335686,20.211935717668478,0.0
24.96115586499597,86.01643408446787,21.559058230419414,27.41769014471457,0.0
29.59981938525863,84.32467037658385,73.42217828085626,20.0,0.0
27.686078039966063,84.47738779312473,74.09853111748215,28.043871496097985,0.0
34.38160297203401,30.98086821943152,98.52827522381301,61.986663255888445,3.0
32.87195349352198,70.19967750526378,62.56496808095096,31.495497787714044,1.0
38.29146510407066,28.830983180807557,61.54273465111069,66.73404948475138,3.0
40.0,24.179866378583966,42.1509239490522,70.0,3.0
31.622072593646504,82.97647633007976,64.89842922757632,41.05184762315689,1.0
32.74539150630429,66.29115567275095,11.880586279565682,36.03677653490718,1.0
34.46119357140644,55.16723340367337,28.65563949695752,47.07912448897818,2.0
21.79485431809359,88.21495686397877,59.47747027530481,27.313806442655757,0.0
21.159186521495364,80.699207139192,99.71971273593161,30.801075915260796,0.0
32.14372963064528,61.873237820208686,35.475938581643796,28.53734780030929,1.0
30.62349384967487,77.39700676964681,55.361517813667035,36.30629610592672,1.0
33.33803185633517,76.75043680296211,52.59790411455164,35.39063623411635,1.0
32.68288792412901,68.6784881176412,40.988303799709826,36.82590485800439,1.0
29.947404584589997,86.08067840156627,47.4915521548499,25.801255126964456,0.0
29.533706845804502,83.53328007784424,52.30569761661691,27.569580713432313,0.0
33.90217364833744,16.83072622492103,48.73742805817167,56.099289459481604,3.0
39.28255353295473,78.56175606496559,84.8385393104545,36.54190906631578,1.0
30.638830021964477,69.22923574825269,31.16835809427962,31.99045672678495,1.0
37.7657896159244,22.745652784377754,51.11385604768787,58.1344162098734,3.0
20.0,87.91204913636928,96.03923751102333,28.558123022762885,0.0
32.760355451893474,63.142493148349516,53.142065308702804,39.34728344317716,1.0
23.64502715130523,79.64451837971058,72.7582073239181,27.64531976243427,0.0
22.23041120795253,80.97834183143709,97.93787339930851,27.759816657589006,0.0
25.798116322832133,82.60126508903735,35.586701745071565,28.03219857696393,0.0
32.90321200653605,59.725637299671114,40.75641107333823,37.614205269768654,1.0
24.921881419016387,90.16955948295154,37.08306773903149,25.45123586871662,0.0
38.888409565632344,36.11039901984378,53.95867361410073,57.014749058821465,3.0
31.848582529505705,66.43787432160069,40.361576872331234,39.79858075804408,1.0
24.43604060966683,94.48509842170259,65.6223677565192,29.540194011124722,0.0
32.87518600582654,64.61984812725595,54.759313633499055,31.803255535641956,1.0
35.817271223302946,54.36320300096236,20.05365203381195,42.69978653799004,2.0
35.6922873144937,52.77218921970503,67.60407108270746,43.679623242332134,2.0
36.80553260874103,38.04308166920869,57.63538855760801,59.91068281568621,3.0
35.61677472604423,55.2409136902553,65.28793039196087,40.451161616657714,2.0
26.300287243211542,82.83234467565492,94.28130171086946,24.81587203176698,0.0
29.5721477830485,88.63185698452662,37.252570167665745,32.830122291783226,0.0
22.51480571194353,73.95695121344167,8.229079571509178,49.25746487482169,2.0
22.590892352268654,78.47160668558338,61.31266285761939,30.51691703374389,0.0
34.42774177944645,42.68771991652084,48.89913063837662,40.8862103168467,2.0
26.188008470895838,81.69625061532679,99.68217532375101,25.904579447123833,0.0
34.674322103710516,32.23204191365054,55.30917299015357,67.92980625849472,3.0
38.53951018053044,32.480973340425415,26.408248960640222,54.342078222526006,3.0
29.079339210152025,89.4749954812636,53.40756478911334,22.360708171648817,0.0
21.451932956856716,95.86281980550577,72.46716264675645,28.727410828164842,0.0
32.22436026529196,72.00503766639174,62.7709245062058,37.18855991285203,1.0
30.452912431244012,73.72987951743495,60.92550648470433,39.279042504994266,1.0
32.45562553654528,64.1150207673849,32.25894168313894,28.341305763143165,1.0
25.31548511425342,86.25097311726574,35.461477525451365,26.155927076151062,0.0
31.670588360622048,63.57360155929927,44.17114649347101,35.135061190730504,1.0
34.30810250918951,43.93908880499825,42.42729882403508,44.96012146896841,2.0
32.782165122807726,60.690142535271924,58.470989447210144,34.81576014457017,3.0
36.88896024846481,26.05977510059533,58.43916774414893,64.92433316136075,3.0
